Bank-leitzahl,Bezeichnung,Ort,BIC
23050101,Sparkasse zu Lübeck,Lübeck,NOLADE21SPL
23051030,Sparkasse Südholstein,Neumünster,NOLADE21SHO
23051610,Sparkasse Stormarn -alt-,Bad Oldesloe,NOLADE21STO
23052750,Kreissparkasse Herzogtum Lauenburg,Ratzeburg,NOLADE21RZB
23061220,Raiffeisenbank Leezen,Leezen,GENODEF1LZN
23062124,Raiffeisenbank,Bargteheide,GENODEF1BAR
23063129,Raiffeisenbank,Lauenburg,GENODEF1RLB
23064107,Raiffeisenbank,Büchen,GENODEF1BCH
23070700,Deutsche Bank Privat und Geschäftskunden,Lübeck,DEUTDEDB237
23070710,Deutsche Bank,Lübeck,DEUTDEHH222
23080040,Commerzbank vormals Dresdner Bank,Lübeck,DRESDEFF230
23089201,Commerzbank vormals Dresdner Bank ITGK,Lübeck,DRESDEFFI08
23090142,Volksbank Lübeck,Lübeck,GENODEF1HLU
23092620,apoBank,Lübeck,DAAEDED1020
24040000,Commerzbank,Lüneburg,COBADEFFXXX
24050110,Sparkasse Lüneburg,Lüneburg,NOLADE21LBG
24060300,Volksbank Lüneburger Heide,Winsen (Luhe),GENODEF1NBU
24061392,Volksbank Bleckede-Dahlenburg -alt-,Dahlenburg,GENODEF1DAB
24070024,Deutsche Bank Privat und Geschäftskunden,Lüneburg,DEUTDEDB240
24070075,Deutsche Bank,Lüneburg,DEUTDE2H240
24080000,Commerzbank vormals Dresdner Bank,Lüneburg,DRESDEFF240
24090041,Volksbank Lüneburg -alt-,Lüneburg,GENODEF1LUE
24121000,Ritterschaftliches Kreditinstitut Stade,Stade,GENODED1RKI
24140041,Commerzbank,Cuxhaven,COBADEFFXXX
24150001,Stadtsparkasse Cuxhaven,Cuxhaven,BRLADE21CUX
24151005,Sparkasse Stade-Altes Land,Stade,NOLADE21STS
24151116,Kreissparkasse Stade,Stade,NOLADE21STK
24151235,Sparkasse Rotenburg-Bremervörde,Zeven,BRLADE21ROB
24161594,Zevener Volksbank,Zeven,GENODEF1SIT
24162898,Spar- u Darlehnskasse Börde Lamstedt-Hechthausen,Lamstedt,GENODEF1LAS
24180000,Commerzbank vormals Dresdner Bank,Otterndorf,DRESDEFF242
24180001,Commerzbank vormals Dresdner Bank,Cuxhaven,DRESDEFF241
24191015,Volksbank Stade-Cuxhaven,Stade,GENODEF1SDE
25000000,Bundesbank,Hannover,MARKDEF1250
25010030,Postbank,Hannover,PBNKDEFFXXX
25010111,SEB,Hannover,ESSEDE5F250
25010424,Aareal Bank,Hannover,AARBDE5W250
25010600,Deutsche Hypothekenbank,Hannover,DEHYDE2HXXX
25010900,Calenberger Kreditverein,Hannover,CKVHDE21XXX
25020200,BHF-BANK,Hannover,BHFBDEFF250
25020600,Santander Consumer Bank,Hannover,SCFBDE33XXX
25040060,Commerzbank CC,Hannover,COBADEFFXXX
25040061,Commerzbank CC,Hannover,COBADEFFXXX
25040066,Commerzbank,Hannover,COBADEFFXXX
25050000,Norddeutsche Landesbank Girozentrale,Hannover,NOLADE2HXXX
25050055,ZVA Norddeutsche Landesbank SH,Hannover,NOLADE21CSH
25050180,Sparkasse Hannover,Hannover,SPKHDE2HXXX
25055500,LBS-Norddeutsche Landesbausparkasse,Hannover,NOLADE21LBS
25060000,DZ BANK,Hannover,GENODEFF250
25060180,Bankhaus Hallbaum,Hannover,HALLDE2HXXX
25069168,Volks- und Raiffeisenbank Leinebergland,Delligsen,GENODEF1DES
25069262,Raiffeisen-Volksbank Neustadt,Neustadt am Rübenberge,GENODEF1NST
25069270,Volksbank Aller-Oker,Müden (Aller),GENODEF1MUA
25069370,Volksbank Vechelde-Wendeburg,Vechelde,GENODEF1WBU
25069503,Volksbank Diepholz-Barnstorf,Diepholz,GENODEF1BNT
25070024,Deutsche Bank Privat und Geschäftskunden,Hannover,DEUTDEDBHAN
25070066,Deutsche Bank,Stadthagen,DEUTDE2H265
25070070,Deutsche Bank,Hannover,DEUTDE2HXXX
25070077,Deutsche Bank,Nienburg (Weser),DEUTDE2H256
25070084,Deutsche Bank,Soltau,DEUTDE2H258
25070086,Deutsche Bank,Holzminden,DEUTDE2H251
25080020,Commerzbank vormals Dresdner Bank,Hannover,DRESDEFF250
25080085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2,Hamburg,DRESDEFFI65
25089220,Commerzbank vormals Dresdner Bank ITGK,Hannover,DRESDEFFI09
25090300,Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,Hannover,GENODEF1BFS
25090500,Sparda-Bank Hannover,Hannover,GENODEF1S09
25090608,apoBank,Hannover,DAAEDED1008
25090900,PSD Bank,Hannover,GENODEF1P09
25120510,Bank für Sozialwirtschaft,Hannover,BFSWDE33HAN
25151270,Stadtsparkasse Barsinghausen,Barsinghausen,NOLADE21BAH
25151371,Stadtsparkasse Burgdorf,Burgdorf,NOLADE21BUF
25152375,Kreissparkasse Fallingbostel in Walsrode,Walsrode,NOLADE21WAL
25152490,Stadtsparkasse Wunstorf,Wunstorf,NOLADE21WST
25190001,Hannoversche Volksbank,Hannover,VOHADE2HXXX
25190088,Hannoversche Volksbank GS nur für GAA,Lindwedel,VOHADE2HXXX
25193331,Volksbank,Pattensen,GENODEF1PAT
25250001,Kreissparkasse Peine,Peine,NOLADE21PEI
25260010,Volksbank Peine,Peine,GENODEF1PEV
25410111,SEB,Hameln,ESSEDE5F254
25410200,BHW Bausparkasse,Hameln,BHWBDE2HXXX
25440047,Commerzbank,Hameln,COBADEFFXXX
25450001,Stadtsparkasse Hameln,Hameln,NOLADE21HMS
25450110,Sparkasse Weserbergland,Hameln,NOLADE21SWB
25451345,Stadtsparkasse Bad Pyrmont,Bad Pyrmont,NOLADE21PMT
25462160,Volksbank Hameln-Stadthagen,Hameln,GENODEF1HMP
25462680,Volksbank im Wesertal,Coppenbrügge,GENODEF1COP
25470024,Deutsche Bank Privat und Geschäftskunden,Hameln,DEUTDEDB254
25470073,Deutsche Bank,Hameln,DEUTDE2H254
25471024,Deutsche Bank Privat und Geschäftskunden,Rinteln,DEUTDEDB264
25471073,Deutsche Bank,Rinteln,DEUTDE2H264
25480021,Commerzbank vormals Dresdner Bank,Hameln,DRESDEFF254
25491273,Volksbank Aerzen -alt-,Aerzen,GENODED1AEZ
25491744,Volksbank Bad Münder,Bad Münder am Deister,GENODED1BMU
25541426,Commerzbank,Bückeburg,COBADEFFXXX
25551480,Sparkasse Schaumburg,Rinteln,NOLADE21SHG
25591413,Volksbank in Schaumburg,Rinteln,GENODEF1BCK
25621327,Oldenburgische Landesbank AG,Diepholz,OLBODEH2XXX
25641302,Commerzbank,Diepholz,COBADEFFXXX
25650106,Sparkasse Nienburg,Nienburg (Weser),NOLADE21NIB
25651325,Kreissparkasse Grafschaft Diepholz,Diepholz,BRLADE21DHZ
25662540,Volksbank,Steyerberg,GENODEF1STY
25663584,Volksbank Aller-Weser,Hoya,GENODEF1HOY
25690009,Volksbank Nienburg,Nienburg (Weser),GENODEF1NIN
25691633,Volksbank Sulingen,Sulingen,GENODEF1SUL
25740061,Commerzbank,Celle,COBADEFFXXX
25750001,Sparkasse Celle,Celle,NOLADE21CEL
25761894,Volksbank Wittingen-Klötze,Wittingen,GENODEF1WIK
25770024,Deutsche Bank Privat und Geschäftskunden,Celle,DEUTDEDB257
25770069,Deutsche Bank,Celle,DEUTDE2H257
25780022,Commerzbank vormals Dresdner Bank,Celle,DRESDEFF257
25791516,Volksbank Hankensbüttel-Wahrenholz,Hankensbüttel,GENODEF1HKB
25791635,Volksbank Südheide,Bergen,GENODEF1HMN
25840048,Commerzbank,Uelzen,COBADEFFXXX
25841403,Commerzbank,Lüchow (Wendland),COBADEFFXXX
25841708,Commerzbank,Schneverdingen,COBADEFFXXX
25850110,Sparkasse Uelzen Lüchow-Dannenberg,Uelzen,NOLADE21UEL
25851335,Sparkasse Uelzen Lüchow-Dannenberg -alt-,Dannenberg (Elbe),NOLADE21DAN
25851660,Kreissparkasse Soltau,Soltau,NOLADE21SOL
25861395,Volksbank Dannenberg -alt-,Dannenberg (Elbe),GENODEF1DAN
25861990,Volksbank Clenze-Hitzacker,Clenze,GENODEF1CLZ
25862292,Volksbank Uelzen-Salzwedel,Uelzen,GENODEF1EUB
25863489,Volksbank Osterburg-Lüchow-Dannenberg,Dannenberg (Elbe),GENODEF1WOT
25891483,Volksbank Osterburg-Lüchow-Dannenberg -alt-,Lüchow (Wendland),GENODEF1LCH
25891636,Volksbank Lüneburger Heide -alt-,Soltau,GENODEF1SOL
25910111,SEB,Hildesheim,ESSEDE5F259
25940033,Commerzbank,Hildesheim,COBADEFFXXX
25950001,Stadtsparkasse Hildesheim -alt-,Hildesheim,NOLADE21HIS
25950130,Sparkasse Hildesheim,Hildesheim,NOLADE21HIK
25970024,Deutsche Bank Privat und Geschäftskunden,Hildesheim,DEUTDEDB259
25970074,Deutsche Bank,Hildesheim,DEUTDE2H259
25971024,Deutsche Bank Privat und Geschäftskunden,Alfeld (Leine),DEUTDEDB253
25971071,Deutsche Bank,Alfeld (Leine),DEUTDE2H253
25980027,Commerzbank vormals Dresdner Bank,Hildesheim,DRESDEFF259
25990011,Volksbank Hildesheim,Hildesheim,GENODEF1HIH
25991528,Volksbank Hildesheimer Börde,Söhlde,GENODEF1SLD
26000000,Bundesbank,Göttingen,MARKDEF1260
26010111,SEB,Göttingen,ESSEDE5F260
26040030,Commerzbank,Göttingen,COBADEFFXXX
26050001,Sparkasse Göttingen,Göttingen,NOLADE21GOE
26051260,Sparkasse Duderstadt,Duderstadt,NOLADE21DUD
26051450,Kreis- und Stadtsparkasse Münden,Hann. Münden,NOLADE21HMU
26061291,Volksbank Mitte,Duderstadt,GENODEF1DUD
26061556,Volksbank,Adelebsen,GENODEF1ADE
26062433,VR-Bank in Südniedersachsen,Dransfeld,GENODEF1DRA
26070024,Deutsche Bank Privat und Geschäftskunden,Göttingen,DEUTDEDB260
26070072,Deutsche Bank,Göttingen,DEUTDE2H260
26080024,Commerzbank vormals Dresdner Bank,Göttingen,DRESDEFF260
26090050,Volksbank Göttingen,Göttingen,GENODEF1GOE
26240039,Commerzbank,Northeim,COBADEFFXXX
26250001,Kreis-Sparkasse Northeim,Northeim,NOLADE21NOM
26251425,Sparkasse Einbeck,Einbeck,NOLADE21EIN
26261396,Volksbank Dassel -alt-,Dassel,GENODEF1VDA
26261492,Volksbank Einbeck,Einbeck,GENODEF1EIN
26261693,Volksbank Solling,Hardegsen,GENODEF1HDG
26271424,Deutsche Bank Privat und Geschäftskunden,Einbeck,DEUTDEDB262
26271471,Deutsche Bank,Einbeck,DEUTDE2H262
26280020,Commerzbank vormals Dresdner Bank,Northeim,DRESDEFF261
26281420,Commerzbank vormals Dresdner Bank,Einbeck,DRESDEFF262
26340056,Commerzbank,Osterode am Harz,COBADEFFXXX
26341072,Commerzbank,Herzberg am Harz,COBADEFFXXX
26350001,Stadtsparkasse Osterode,Osterode am Harz,NOLADE21OHA
26351015,Sparkasse Osterode am Harz,Osterode am Harz,NOLADE21HZB
26351445,Stadtsparkasse Bad Sachsa,Bad Sachsa,NOLADE21SAC
26500000,Bundesbank,Osnabrück,MARKDEF1265
26510111,SEB,Osnabrück,ESSEDE5F265
26520017,Oldenburgische Landesbank AG,Osnabrück,OLBODEH2XXX
26521703,Oldenburgische Landesbank AG,Bramsche,OLBODEH2XXX
26522319,Oldenburgische Landesbank AG,Quakenbrück,OLBODEH2XXX
26540070,Commerzbank,Osnabrück,COBADEFFXXX
26550105,Sparkasse Osnabrück,Osnabrück,NOLADE22XXX
26551540,Kreissparkasse Bersenbrück,Bersenbrück,NOLADE21BEB
26552286,Kreissparkasse Melle,Melle,NOLADE21MEL
26560625,apoBank,Osnabrück,DAAEDED1025
26562490,Volksbank Bad Laer-Borgloh-Hilter-Melle,Hilter am Teutoburger Wald,GENODEF1HTR
26562694,Volksbank Wittlage -alt-,Bohmte,GENODEF1WTB
26563960,Volksbank Bramgau-Wittlage,Bramsche,GENODEF1WHO
26565928,Volksbank GMHütte-Hagen-Bissendorf,Georgsmarienhütte,GENODEF1HGM
26566939,Volksbank Osnabrücker Nordland,Fürstenau,GENODEF1MRZ
26567943,VR-Bank im Altkreis Bersenbrück,Neuenkirchen,GENODEF1NOP
26570024,Deutsche Bank Privat und Geschäftskunden,Osnabrück,DEUTDEDB265
26570090,Deutsche Bank,Osnabrück,DEUTDE3B265
26580070,Commerzbank vormals Dresdner Bank,Osnabrück,DRESDEFF265
26589210,Commerzbank vormals Dresdner Bank ITGK,Osnabrück,DRESDEFFI10
26590025,Volksbank Osnabrück,Osnabrück,GENODEF1OSV
26620010,Oldenburgische Landesbank AG,Lingen (Ems),OLBODEH2XXX
26621413,Oldenburgische Landesbank AG,Meppen,OLBODEH2XXX
26640049,Commerzbank,Lingen (Ems),COBADEFFXXX
26650001,Sparkasse Emsland,Meppen,NOLADE21EMS
26660060,Volksbank Lingen,Lingen (Ems),GENODEF1LIG
26661380,Volksbank Haselünne,Haselünne,GENODEF1HLN
26661494,Emsländische Volksbank Meppen,Meppen,GENODEF1MEP
26662932,Volksbank,Lengerich,GENODEF1LEN
26691213,Volksbank Haren Fil d Ostfriesischen VB,Haren (Ems),GENODEF1HAR
26720028,Oldenburgische Landesbank AG,Nordhorn,OLBODEH2XXX
26740044,Commerzbank,Nordhorn,COBADEFFXXX
26750001,Kreissparkasse Grafschaft Bentheim zu Nordhorn,Nordhorn,NOLADE21NOH
26760005,Raiffeisen- und Volksbank Nordhorn -alt-,Nordhorn,GENODEF1NDH
26770024,Deutsche Bank Privat und Geschäftskunden,Nordhorn,DEUTDEDB267
26770095,Deutsche Bank,Nordhorn,DEUTDE3B267
26840032,Commerzbank,Goslar,COBADEFFXXX
26850001,Sparkasse Goslar/Harz,Goslar,NOLADE21GSL
26851410,Kreissparkasse Clausthal-Zellerfeld,Clausthal-Zellerfeld,NOLADE21CLZ
26851620,Sparkasse Salzgitter,Salzgitter,NOLADE21SZG
26870024,Deutsche Bank Privat und Geschäftskunden,Goslar,DEUTDEDB268
26870032,Deutsche Bank,Goslar,DEUTDE2H268
26880063,Commerzbank vormals Dresdner Bank,Goslar,DRESDEFF268
26890019,Volksbank Nordharz,Goslar,GENODEF1VNH
26891484,Volksbank im Harz,Osterode am Harz,GENODEF1OHA
26941053,Commerzbank Wolfsburg,Wolfsburg,COBADEFFXXX
26951311,Sparkasse Gifhorn-Wolfsburg,Gifhorn,NOLADE21GFW
26971024,Deutsche Bank Privat und Geschäftskunden,Wolfsburg,DEUTDEDB269
26971038,Deutsche Bank,Wolfsburg,DEUTDE2H269
26981062,Commerzbank vormals Dresdner Bank,Wolfsburg,DRESDEFF269
26989221,Commerzbank vormals Dresdner Bank ITGK,Wolfsburg,DRESDEFFI11
26991066,Volksbank Braunschweig Wolfsburg,Wolfsburg,GENODEF1WOB
27010111,SEB,Braunschweig,ESSEDE5F270
27010200,VON ESSEN Bankgesellschaft,Braunschweig,VONEDE33BRA
27020000,Volkswagen Bank,Braunschweig,VOWADE2BXXX
27020001,Audi Bank Zndl d Volkswagen Bank,Braunschweig,AUDFDE21XXX
27020003,Skoda Bank,Braunschweig,SKODDE21XXX
27020004,AutoEuropa Bank,Braunschweig,ECBKDE21XXX
27020800,Seat Bank Zndl d Volkswagen Bank,Braunschweig,SEATDE21XXX
27032500,Bankhaus C. L. Seeliger,Wolfenbüttel,BCLSDE21XXX
27040080,Commerzbank,Braunschweig,COBADEFFXXX
27062290,Volksbank Börßum-Hornburg,Börßum,GENODEF1BOH
27070024,Deutsche Bank Privat und Geschäftskunden,Braunschweig,DEUTDEDB270
27070030,Deutsche Bank,Braunschweig,DEUTDE2H270
27070031,Deutsche Bank,Gifhorn,DEUTDE2H271
27070034,Deutsche Bank,Osterode am Harz,DEUTDE2H274
27070041,Deutsche Bank,Bad Sachsa,DEUTDE2H279
27070042,Deutsche Bank,Bad Harzburg,DEUTDE2H272
27070043,Deutsche Bank,Helmstedt,DEUTDE2H273
27070079,Deutsche Bank,Peine,DEUTDE2H275
27072524,Deutsche Bank Privat und Geschäftskunden,Wolfenbüttel,DEUTDEDB277
27072537,Deutsche Bank,Wolfenbüttel,DEUTDE2H277
27072724,Deutsche Bank Privat und Geschäftskunden,Salzgitter,DEUTDEDB276
27072736,Deutsche Bank,Salzgitter,DEUTDE2H276
27080060,Commerzbank vormals Dresdner Bank,Braunschweig,DRESDEFF270
27089221,Commerzbank vormals Dresdner Bank ITGK,Braunschweig,DRESDEFFI12
27090618,apoBank,Braunschweig,DAAEDED1018
27090900,PSD Bank,Braunschweig,GENODEF1P02
27092555,Volksbank Wolfenbüttel-Salzgitter,Wolfenbüttel,GENODEF1WFV
27131300,Bankhaus Rautenschlein,Schöningen,GENODEF1RTS
27190082,Volksbank Helmstedt,Helmstedt,GENODEF1HMS
27240004,Commerzbank,Holzminden,COBADEFFXXX
27290087,Volksbank Weserbergland,Holzminden,GENODEF1HMV
27893215,Vereinigte Volksbank -alt-,Wernigerode,GENODEF1BHA
27893359,Volksbank Braunlage,Braunlage,GENODEF1BLG
27893760,Volksbank,Seesen,GENODEF1SES
28000000,Bundesbank,Oldenburg,MARKDEF1280
28010111,SEB,Oldenburg,ESSEDE5F280
28020050,Oldenburgische Landesbank AG,Oldenburg,OLBODEH2XXX
28021002,Oldenburgische Landesbank AG,Brake (Unterweser),OLBODEH2XXX
28021301,Oldenburgische Landesbank AG,Bad Zwischenahn,OLBODEH2XXX
28021504,Oldenburgische Landesbank AG,Cloppenburg,OLBODEH2XXX
28021623,Oldenburgische Landesbank AG,Damme,OLBODEH2XXX
28021705,Oldenburgische Landesbank AG,Delmenhorst,OLBODEH2XXX
28021906,Oldenburgische Landesbank AG,Elsfleth,OLBODEH2XXX
28022015,Oldenburgische Landesbank AG,Nordenham,OLBODEH2XXX
28022412,Oldenburgische Landesbank AG,Löningen,OLBODEH2XXX
28022511,Oldenburgische Landesbank AG,Lohne (Oldenburg),OLBODEH2XXX
28022620,Oldenburgische Landesbank AG,Rastede,OLBODEH2XXX
28022822,Oldenburgische Landesbank AG,Vechta,OLBODEH2XXX
28023224,Oldenburgische Landesbank AG,Westerstede,OLBODEH2XXX
28023325,Oldenburgische Landesbank AG,Wildeshausen,OLBODEH2XXX
28030300,W. Fortmann & Söhne, Zndl der Oldenburgische Landesbank AG,Oldenburg,FORTDEH4XXX
28040046,Commerzbank,Oldenburg,COBADEFFXXX
28042865,Commerzbank,Vechta,COBADEFFXXX
28050100,Landessparkasse zu Oldenburg,Oldenburg,SLZODE22XXX
28060228,Raiffeisenbank Oldenburg,Oldenburg,GENODEF1OL2
28061410,Raiffeisenbank Wesermarsch-Süd,Brake (Unterweser),GENODEF1BRN
28061501,Volksbank Cloppenburg,Cloppenburg,GENODEF1CLP
28061679,Volksbank Dammer Berge,Damme,GENODEF1DAM
28061822,Volksbank Oldenburg,Oldenburg,GENODEF1EDE
28062165,Raiffeisenbank Rastede,Rastede,GENODEF1RSE
28062249,Volksbank Ganderkesee-Hude,Hude,GENODEF1HUD
28062560,Volksbank Lohne-Mühlen,Lohne (Oldenburg),GENODEF1LON
28062740,Volksbank Bookholzberg-Lemwerder,Ganderkesee,GENODEF1GBH
28062913,Volksbank Bösel,Bösel,GENODEF1BSL
28063253,Volksbank Westerstede,Westerstede,GENODEF1WRE
28063526,Volksbank Essen-Cappeln,Cappeln (Oldenburg),GENODEF1ESO
28063607,Volksbank Bakum,Bakum,GENODEF1BAM
28064179,Volksbank Vechta,Vechta,GENODEF1VEC
28064241,Raiffeisen-Volksbank Varel-Nordenham,Nordenham,GENODEF1NHE
28065061,Volksbank Löningen,Löningen,GENODEF1LOG
28065108,VR-Bank Dinklage-Steinfeld,Dinklage,GENODEF1DIK
28065286,Raiffeisenbank Scharrel,Saterland,GENODEF1SAN
28066103,Volksbank Visbek,Visbek,GENODEF1VIS
28066214,Volksbank Wildeshauser Geest,Wildeshausen,GENODEF1WDH
28066620,Spar- und Darlehnskasse Friesoythe,Friesoythe,GENODEF1FOY
28067068,Volksbank Neuenkirchen-Vörden,Neuenkirchen-Vörden,GENODEF1NEO
28067170,Volksbank Delmenhorst Schierbrok,Delmenhorst,GENODEF1GSC
28067257,Volksbank Lastrup,Lastrup,GENODEF1LAP
28068218,Raiffeisenbank Butjadingen-Abbehausen,Butjadingen,GENODEF1BUT
28069052,Raiffeisenbank Strücklingen-Idafehn,Ostrhauderfehn,GENODEF1ORF
28069092,VR Bank Oldenburg Land West,Hatten,GENODEF1HAT
28069109,Volksbank Emstek,Emstek,GENODEF1EMK
28069128,Raiffeisenbank Garrel,Garrel,GENODEF1GRR
28069138,VR Bank Oldenburg Land West,Hatten,GENODEF1VAG
28069293,Volksbank Obergrafschaft -alt-,Schüttorf,GENODEF1BBH
28069381,Hümmlinger Volksbank,Werlte,GENODEF1WLT
28069706,Volksbank Nordhümmling,Börger,GENODEF1BOG
28069755,Raiffeisenbank Oldersum,Moormerland,GENODEF1MLO
28069773,Raiffeisenbank Wiesedermeer-Wiesede-Marcardsm,Friedeburg,GENODEF1WWM
28069878,Raiffeisenbank Emsland-Mitte,Klein Berßen,GENODEF1KBL
28069926,Volksbank Niedergrafschaft,Uelsen,GENODEF1HOO
28069930,Volksbank Langen-Gersten -alt-,Langen,GENODEF1LAG
28069935,Raiffeisenbank Lorup,Lorup,GENODEF1LRU
28069956,Grafschafter Volksbank,Nordhorn,GENODEF1NEV
28069991,Volksbank Emstal,Lathen,GENODEF1LTH
28069994,Volksbank Süd-Emsland,Spelle,GENODEF1SPL
28070024,Deutsche Bank Privat und Geschäftskunden,Oldenburg,DEUTDEDB280
28070057,Deutsche Bank,Oldenburg,DEUTDEHB280
28090633,apoBank,Oldenburg,DAAEDED1033
28220026,Oldenburgische Landesbank AG,Wilhelmshaven,OLBODEH2XXX
28222208,Oldenburgische Landesbank AG,Jever,OLBODEH2XXX
28222621,Oldenburgische Landesbank AG,Varel,OLBODEH2XXX
28240023,Commerzbank,Wilhelmshaven,COBADEFFXXX
28250110,Sparkasse Wilhelmshaven,Wilhelmshaven,BRLADE21WHV
28252760,Kreissparkasse Wittmund,Wittmund,BRLADE21WTM
28262254,Volksbank Jever,Jever,GENODEF1JEV
28262673,Raiffeisen-Volksbank Varel-Nordenham,Varel,GENODEF1VAR
28270024,Deutsche Bank Privat und Geschäftskunden,Wilhelmshaven,DEUTDEDB282
28270056,Deutsche Bank,Wilhelmshaven,DEUTDEHB282
28280012,Commerzbank vormals Dresdner Bank,Wilhelmshaven,DRESDEFF282
28290063,Volksbank Wilhelmshaven,Wilhelmshaven,GENODEF1WHV
28291551,Volksbank Esens,Esens,GENODEF1ESE
28320014,Oldenburgische Landesbank AG,Norden,OLBODEH2XXX
28321816,Oldenburgische Landesbank AG,Norderney,OLBODEH2XXX
28350000,Sparkasse Aurich-Norden,Aurich,BRLADE21ANO
28361592,Raiffeisen-Volksbank Fresena,Norden,GENODEF1MAR
28420007,Oldenburgische Landesbank AG,Emden,OLBODEH2XXX
28421030,Oldenburgische Landesbank AG,Aurich,OLBODEH2XXX
28440037,Commerzbank,Emden,COBADEFFXXX
28450000,Sparkasse Emden,Emden,BRLADE21EMD
28470024,Deutsche Bank Privat und Geschäftskunden,Emden,DEUTDEDB284
28470091,Deutsche Bank,Emden,DEUTDEHB284
28520009,Oldenburgische Landesbank AG,Leer (Ostfriesland),OLBODEH2XXX
28521518,Oldenburgische Landesbank AG,Papenburg,OLBODEH2XXX
28540034,Commerzbank,Leer (Ostfriesland),COBADEFFXXX
28550000,Sparkasse LeerWittmund,Leer (Ostfriesland),BRLADE21LER
28562297,Raiffeisen-Volksbank,Aurich,GENODEF1UPL
28562716,Raiffeisenbank Flachsmeer,Westoverledingen,GENODEF1WEF
28562863,Raiffeisenbank Moormerland,Holtland,GENODEF1HTL
28563749,Raiffeisenbank,Moormerland,GENODEF1MML
28570024,Deutsche Bank Privat und Geschäftskunden,Leer (Ostfriesland),DEUTDEDB285
28570092,Deutsche Bank,Leer (Ostfriesland),DEUTDEHB285
28590075,Ostfriesische Volksbank Leer,Leer (Ostfriesland),GENODEF1LER
28591579,Volksbank Papenburg Fil d. Ostfries. VB Leer,Papenburg,GENODEF1PAP
28591654,Volksbank Westrhauderfehn,Rhauderfehn,GENODEF1WRH
29000000,Bundesbank eh Bremen,Hannover,MARKDEF1290
29010111,SEB,Bremen,ESSEDE5F290
29010400,Deutsche Schiffsbank,Bremen,COBADEFFDSB
29020000,Bankhaus Neelmeyer,Bremen,NEELDE22XXX
29020100,Bremer Kreditbank,Bremen,BANVDEHBXXX
29020200,Greensill Bank,Bremen,NFHBDE21XXX
29020400,Deutsche Factoring Bank,Bremen,DFABDE21XXX
29030400,Bankhaus Carl F. Plump & CO,Bremen,PLUMDE29XXX
29040060,Commerzbank CC,Bremen,COBADEFFXXX
29040061,Commerzbank CC,Bremen,COBADEFFXXX
29040090,Commerzbank,Bremen,COBADEFFXXX
29050000,Bremer Landesbank,Bremen,BRLADE22XXX
29050101,Sparkasse Bremen,Bremen,SBREDE22XXX
29070024,Deutsche Bank Privat und Geschäftskunden,Bremen,DEUTDEDBBRE
29070050,Deutsche Bank,Bremen,DEUTDEHBXXX
29070051,Deutsche Bank,Bremerhaven,DEUTDEHB292
29070052,Deutsche Bank,Delmenhorst,DEUTDEHB294
29070058,Deutsche Bank,Cloppenburg,DEUTDEHB293
29070059,Deutsche Bank,Vechta,DEUTDEHB290
29080010,Commerzbank vormals Bremer Bank (Dresdner Bank),Bremen,DRESDEFF290
29089210,Commerzbank vormals Bremer Bank (Dresdner Bank) ITGK,Bremen,DRESDEFFI13
29090605,apoBank,Bremen,DAAEDED1005
29090900,PSD Bank Nord,Bremen,GENODEF1P03
29121731,Oldenburgische Landesbank AG,Syke,OLBODEH2XXX
29151700,Kreissparkasse Syke,Syke,BRLADE21SYK
29152300,Kreissparkasse Osterholz,Osterholz-Scharmbeck,BRLADE21OHZ
29152550,Zweckverbandssparkasse Scheeßel,Scheeßel,BRLADE21SHL
29152670,Kreissparkasse Verden,Verden (Aller),BRLADE21VER
29162394,Volksbank,Osterholz-Scharmbeck,GENODEF1OHZ
29162453,Volksbank Schwanewede,Schwanewede,GENODEF1SWW
29162697,Volksbank Aller-Weser,Verden (Aller),GENODEF1VER
29165545,Volksbank Oyten,Oyten,GENODEF1OYT
29165681,Volksbank Sottrum,Sottrum,GENODEF1SUM
29166568,Volksbank,Worpswede,GENODEF1WOP
29167624,Volksbank Syke,Syke,GENODEF1SHR
29172624,Deutsche Bank Privat und Geschäftskunden,Verden (Aller),DEUTDEDB291
29172655,Deutsche Bank,Verden (Aller),DEUTDEHB291
29190024,Bremische Volksbank,Bremen,GENODEF1HB1
29190330,Volksbank Bremen-Nord,Bremen,GENODEF1HB2
29210111,SEB,Bremerhaven,ESSEDE5F292
29240024,Commerzbank,Bremerhaven,COBADEFFXXX
29250000,Weser-Elbe Sparkasse,Bremerhaven,BRLADE21BRS
29250150,Kreissparkasse Wesermünde-Hadeln -alt-,Bremerhaven,BRLADE21BRK
29262722,Volksbank Geeste-Nord,Geestland,GENODEF1BRV
29265747,Volksbank Bremerhaven-Cuxland,Beverstedt,GENODEF1BEV
29280011,Commerzbank vormals Dresdner Bank,Bremerhaven,DRESDEFF292
29290034,Volksbank Bremerhaven-Wesermünde -alt-,Bremerhaven,GENODEF1HBV
30000000,Bundesbank,Düsseldorf,MARKDEF1300
30010111,SEB,Düsseldorf,ESSEDE5F300
30010400,IKB Deutsche Industriebank,Düsseldorf,IKBDDEDDXXX
30010444,IKB Privatkunden - IKB Deutsche Industriebank,Düsseldorf,IKBDDEDDDIR
